str_no_string|¡NO STRING!
str_nord_rebellion_pretender_story_1|Me llaman Buscador-Lejano porque he recorrido grandes distancias, incluso para estándares Nórdicos, en busca de sabiduría. Antes de llegar a la mayoría de edad, mi padre me envió a estudiar a las cortes y universidades allende los mares. Si los Nórdicos desean llamarse a sí mismos herederos del imperio de Calradia, entonces deben actuar como tales y conocer las leyes y las letras, no contentarse solamente con la guerra, el saqueo y el alcohol.
str_rhodok_rebellion_pretender_story_1|Los Rhodoks son un pueblo libre, no esclavos de un monarca hereditario. El rey debe ser elegido entre los señores nobles de la tierra por un consejo compuesto por los patricios de las ciudades de Jelkala, Veluca y Yalen. El consejo se reúne en un campo cercano a Jelkala y ningún hombre puede aparecer con armas durante las deliberaciones, bajo castigo de pena de muerte.
str_sarranid_rebellion_pretender_story_1|Nací en una tierra lejana, en el seno de una familia humilde, y me hicieron esclava cuando era una niña... pero no siento vergüenza por ello, ya que las madres de muchos de nuestros reyes fueron esclavas. El viejo Sultán, Ayzar, se fijó en mí en el mercado y quedó impresionado por mi belleza. Me llevó a su casa y allí aprendió también a respetar mi inteligencia. A medida que se hacía mayor, me fue permitiendo gobernar en su lugar. Primero llevé los asuntos de palacio, y más tarde los del reino.
str_swadian_rebellion_pretender_story_2|Pero cuando mi padre murió, su primo Harlaus convenció a los nobles de que ningún rey Swadiano en su sano juicio nombraría a una mujer como heredera. Harlaus dijo que tal designación era un acto de locura y por lo tanto, ilegal, y que él, como pariente más cercano a mi padre, debería tomar el trono.
str_vaegir_rebellion_pretender_story_2|Un sirviente leal me ayudó a escapar a escondidas, pero ahora que tengo la edad suficiente, he regresado para reclamar lo que es mío por derecho. Burelek murió poco después de tal acto de perfidia, castigado por los cielos, sin duda. Su hijo Yaroglek se hace llamar rey, pero él es un usurpador al igual que su padre, y yo le haré bajarse del trono.
str_khergit_rebellion_pretender_story_2|Según las costumbres Khergitas, cuando un hombre muere sus posesiones son repartidas entre todos sus hijos de forma igualitaria. Así es también con el khanato. Cuando oí las noticias de la muerte de mi padre me encontraba inspeccionando nuestras fronteras, pero me apresuré a ir a Tulga, listo para dar a Sanjar lo suyo y compartir el khanato con él. Pero cuando llegué, me encontré con que había creado ya su corte con quienes le apoyaban, y que se había autoproclamado único khan.
str_nord_rebellion_pretender_story_2|Mi padre murió antes de que yo terminara mis estudios, sin embargo, y cuando yo volví rápidamente a mi hogar a reclamar su trono mi barco zozobró en una tormenta. Uno de los vasallos de mi padre, Ragnar, aprovechó la oportunidad para difundir rumores sobre mi muerte. Reunió a todos los que lo apoyaban y se proclamó rey, consolidando su poder estos últimos años.
str_rhodok_rebellion_pretender_story_2|Durante la última elección habían dos candidatos, yo y Lord Graveth. Mientras el consejo deliberaba, Graveth apareció, espada en mano, diciendo que los Swadianos estaban a punto de asaltar el campo de deliberaciones -lo cual era verdad, por cierto - y que si no era proclamado rey allí mismo, se iría dejando a todos a su destino.
str_sarranid_rebellion_pretender_story_2|Cuando el Sultán Ayzar murió, los emires de su reino consideraron que era lo natural que yo le sucediera como gobernante, evitando así el riesgo de guerra civil. Insistieron, no obstante, en que me casase con uno de sus generales, el Emir Baybak. Los emires acordaron entonces entregarnos su juramento de adhesión, a Baybak como Comandante de los Ejércitos y a mí como Madre del Reino. Durante nuestro breve periodo como gobernantes, nuestro reino prosperó.
str_swadian_rebellion_pretender_story_3|Debo admitir que no ayudé a mi causa cuando maldije a Harlaus y a secuaces y los traté de traidores, pero también creo que los magistrados que votaron a su favor estaban comprados. No importa, reuniré a mi propio ejército de gente leal, que honren la memoria de su antiguo rey y a su legítima heredera. Y si alguien duda que una mujer pueda ostentar el poder, les haré ver su error cuando tome la corona de Harlaus.
str_vaegir_rebellion_pretender_story_3|Seré 'El Bastardo' hasta que recupere mis legítimos derechos sobre los Vaegires, así no olvidaré lo que debo hacer.
str_khergit_rebellion_pretender_story_3|Mi hermano cree que los Khergitas solo respetan la fuerza: un líder que toma lo que desea cuando lo desea. Pero creo que él se equivoca al juzgar el espíritu de nuestra gente. Admiramos a los líderes resueltos, pero más admiramos a los justos, y sabemos que un hombre que no respeta el derecho de su hermano tampoco respetará el de sus seguidores.
str_nord_rebellion_pretender_story_3|Por eso permanezco en el exilio, aunque ahora no busco sabios de tierras lejanas que me enseñen, sino guerreros que regresen conmigo a la tierra de los Nórdicos para recuperar mi trono. Si Ragnar duda de mis habilidades para gobernar, entonces que me lo diga cara a cara mientras nos miramos por encima de nuestros escudos. Un guerrero puede ser letrado y un letrado puede ser guerrero, ¡y yo creo que sólo quien combine ambas habilidades puede ser rey!
str_rhodok_rebellion_pretender_story_3|Bueno, Graveth venció a los Swadianos, y por ello, como Rhodok, se lo agradezco. Cuando sea rey yo mismo colocaré los laureles de la victoria sobre su cabeza. Pero después de eso, la separaré de sus hombros, porque por sus acciones se ha condenado como traidor a la confederación de Rhodok y a sus sagradas costumbres.
str_sarranid_rebellion_pretender_story_3|Pero, desgraciadamente, Baybak murió en una escaramuza con los Khergitas. Si yo hubiera sabido de su muerte a tiempo, habría podido prepararme contra la posibilidad de traición. Por desgracia, el traidor de su sobrino, Hakim, llegó al mando de sus hombres cubierto aún con el polvo del campo de batalla y me echó del palacio a punta de espada, proclamándose a sí mismo sultán. Así sea... yo reuniré un ejército propio y regresaré para devolverle el favor.
str_swadian_rebellion_monarch_response_1|¿Isolla cree que debe ser la Reina de los Swadianos? Bueno, el Rey Esterich tenía buen corazón y adoraba a su hija, pero un rey bonachón que no usa su cabeza puede ser una maldición para su gente. Isolla puede contaros historias sobre reinas guerreras de antaño, pero también recordaréis que tales leyendas siempre terminan de igual forma, con los Swadianos aplastados por los ejércitos del Emperador de Calradia.
str_vaegir_rebellion_monarch_response_1|Si Valdym viniera a mí en son de paz, lo colmaría de honores y títulos, convirtiéndolo en mi mejor vasallo. Pero como viene en son de guerra, lo arrastraré en cadenas y lo obligaré a reconocerme como legítimo soberano, y luego cortaré su lengua para que no pueda retirarlo.
str_khergit_rebellion_monarch_response_1|Mi hermano Dustum tal vez os haya hablado de sus deseos de repartir el khanato, como si fuéramos un rebaño de ovejas. Dejad que os diga algo. Desde que los Khergitas se establecieron en estas tierras, la muerte de cada khan siembre ha tenido el mismo resultado: tierras divididas y guerra entre hermanos, donde el más fuerte se llevaba todo al final. Yo simplemente tuve la inspiración de no iniciar una guerra civil.
str_nord_rebellion_monarch_response_1|¿Lethwin 'Buscador-Lejano'? Lethwin Dedos-de-tinta, más bien. Tal vez hayáis escuchado la expresión, 'Desafortunada es la tierra cuyo rey es un niño'. Desafortunada es también la tierra cuyo rey es un estudiante. ¿Queréis que los Nórdicos sean gobernados por un joven imberbe, cuyas manos sin callos no han blandido espada alguna y que no sabe lo que es un muro de escudos? ¡Si Lethwin fuera rey, sus vasallos se reirían de él en la cara!
str_rhodok_rebellion_monarch_response_1|Sin duda Lord Kastor os ha contado que profané la sagrada costumbre Rhodok interfiriendo en la votación de los patricios. Bueno, dejadme que os diga algo. Los patricios de las ciudades dan largos discursos sobre nuestras libertades ancestrales, pero luego eligen como rey al último noble que se haya pasado por su casa a beber buen vino y prometer que perdonaría sus impuestos sin pagar.
str_sarranid_rebellion_monarch_response_1|Nuestros eruditos coinciden desde hace mucho tiempo en que hay un principio fundamental en la política. Los hombres deberían aceptar la autoridad de su gobernante, porque la tiranía es mejor que la guerra civil. Es por esa razón que acepté la autoridad tanto de Baybak como de Arwa, a quienes presté mi juramento como co-gobernantes.
str_swadian_rebellion_monarch_response_2|Aquéllos que lloran por la desgracia de una princesa Swadiana a quien se le ha denegado el trono deberían reflexionar sobre el destino de la campesina Swadiana raptada por el salteador Vaegir y conducida a los mercados de esclavos. Habladme de reinas y de leyendas cuando nuestros enemigos hayan sido vencidos y nuestras tierras estén en paz.
str_vaegir_rebellion_monarch_response_2|Lo que mi padre haya hecho para asegurar el trono no importa. Yo lo he heredado, y punto. Si hubiera que prestar atención a todas las reclamaciones anteriores, si todas las antiguas herencias pudieran ser cuestionadas en cualquier momento, sería el fin de la institución monárquica y viviríamos en un estado de constante guerra civil.
str_khergit_rebellion_monarch_response_2|Dustum sería un buen asesor de multitudes o adjudicador de tierras disputadas. ¿Pero os imagináis a un hombre así como khan? Nuestros vecinos nos echarían de nuestras tierras en un abrir y cerrar de ojos, y regresaríamos a nuestra antigua vida de hambrunas y frío en la estepa.
str_nord_rebellion_monarch_response_2|El viejo Hakrim puede haber tenido ideas raras sobre cómo legar su reino, pero no sólo la sangre real crea reyes para los Nórdicos. Soy rey por aclamación de sus vasallos y por ser el más fuerte. Eso cuenta más que la sangre, y pobre del hombre que ose decir lo contrario en esta tierra.
str_rhodok_rebellion_monarch_response_2|La única libertad que les importa es la de engordar. Mientras tanto, mis hombres duermen en la estepa y comen pan duro y pescado salado, miran al horizonte en busca de aldeas arrasadas y derraman su sangre para mantener las rutas de comercio abiertas. Mirad lo que os digo: si alguna vez veis un comerciante cojeando por una flecha Khergita o por un tajo Swadiano, entonces os diré 'Aquí hay un hombre cuya opinión me interesa'.
str_sarranid_rebellion_monarch_response_2|Deberíais saber, no obstante, que Arwa no fue elegida socia de Baybak por su sabiduría ni su amor por la justicia. No, fue elegida porque era una bruja, que podía transformar a hombres como Ayzar y Baybak en imbéciles tartamudos. Es igual, yo respeté mi juramento y respeté su usurpación hasta la hora en que fue deslegitimada por la muerte de su marioneta. Ahora ella debe respetar los míos.
str_courtship_comment_conventional_generic|es de muy buena cuna
str_courtship_comment_adventurous_generic|parece aceptable
str_courtship_comment_otherworldly_generic|tiene buena educación y es amable
str_courtship_comment_ambitious_generic|le falta iniciativa... pero tal vez eso pueda remediarse
str_courtship_comment_moralist_generic|parece un hombre de buen carácter
str_feast_description|escaso
str_feast_description_2|precario
str_feast_description_3|insuficiente
str_feast_description_4|suficiente
str_feast_description_5|copioso
str_feast_description_6|magnífico
str_feast_lengthy_description_1|La comida que habéis servido era insuficiente para vuestros invitados y para sus séquitos, lo cual les ha obligado a adquirir más víveres en los alrededores a precios desorbitantes. El consenso entre los que acudieron fue que no cumplisteis vuestra obligación como anfitrión y con ello habéis menoscabado su confianza y vuestra reputación general.
str_feast_lengthy_description_2|La comida y bebida que habéis servido acabó terminándose, obligando a algunos invitados a comprar víveres a vendedores ambulantes o bien a enviar a miembros de su séquito a casa antes de tiempo. Los más caritativos lo han atribuido a la mala planificación más que a tacañería, pero de cualquier modo no le ha hecho bien a vuestra reputación.
str_feast_lengthy_description_3|La comida y bebida que habéis servido era adecuada para vuestros nobles invitados, aunque algunos de los plebeyos en sus séquitos se quedaron sin nada. Estáis construyendo una reputación de ser alguien que al menos tiene nociones de cuáles son sus deberes como noble.
str_feast_lengthy_description_4|Habéis servido suficiente comida y bebida, de suficiente variedad, para dejaros en buen lugar. La comida, bebida y algarabía general han aflojado la lengua de vuestros invitados, permitiéndoles conversar abiertamente sobre asuntos del reino y afianzando así su confianza en vos.
str_feast_lengthy_description_5|Habéis servido un copioso festín, no sólo para vuestros nobles invitados sino para sus séquitos, dejando restos de comida para ser distribuidos entre los pobres. Vuestros invitados os alaban por vuestra generosidad y por vuestra lucidez al cumplir con las obligaciones de vuestro rango. La conversación, avivada por la abundante bebida y comida, ha sido muy animada, fortaleciendo los vínculos entre los asistentes.
str_feast_lengthy_description_6|El reino hablará del festín que habéis ofrecido durante meses, y se convertirá en el estándar al cual otros banquetes aspirarán a imitar. Habéis llenado los estómagos de no sólo vuestros nobles invitados y sus séquitos, sino de todos los pobres que acudían en masa a vuestras puertas. 
str_kingdom_1_adjective|Swadiano
str_kingdom_2_adjective|Vaegir
str_kingdom_3_adjective|Khergita
str_kingdom_4_adjective|Nórdico
str_kingdom_5_adjective|Rhodok
str_kingdom_6_adjective|Sarraní
str_credits_1|Mount&Blade: Warband Copyright 2008-2010 Taleworlds Entertainment
