str_no_string|ŽÁDNÉ ŘETĚZCE!
str_rhodok_rebellion_pretender_story_1|Rhodokové jsou svobodný lid, nejsme otroky žádného dědičného vladaře. Krále si volíme z některé z předních šlechtických rodin v zemi prostřednictvím rady složené z předních patricijů z Jelkaly, Veluky a Jalenu. Rada se schází pod širým nebem na jelkalském poli a nikdo nesmí pod trestem smrti přijít na rokování ozbrojen.
str_sarranid_rebellion_pretender_story_1|Narodila jsem se do velké rodiny a jako malá dívka jsem byla otrokyní. To však není žádnou hanbou, mnoho matek našich králů kdysi bývalo otrokyněmi. Starý sultán Ayzar mě jednoho dne spatřil na tržišti a nechal se okouzlit mou krásou. Stala jsem se členkou jeho dvora, kde se naučil respektovat i můj úsudek. Jak stárnul, přenechával mi stále více pravomocí. Nejprve jsem se začala starat o záležitosti paláce a pak i o chod celé říše. 
str_swadian_rebellion_pretender_story_2|Přesto, když můj otec zemřel, přesvědčil jeho batranec Harlaus šlechtu, že žádný swádský král, který má všech pět pohromadě, nemohl jmenovat svojí dědičkou ženskou. Harlaus prohlásil, že byl otec šílený, když mě jmenoval, a že tedy nemám žádné právoplatné nároky a na trůn by měl usednout on, jako nejbližší žijící příbuzný mého otce.
str_vaegir_rebellion_pretender_story_2|Jeden věrný sluha mě propašoval za hranice, ale teď už jsem dost starý, abych se mohl vrátit a požadovat to, co mi právem náleží. Zrádce Burelek po svém proradném činu zemřel. Nepochybně jej potrestalo samo nebe. Králem se teď nazývá jeho syn Jaroglek, ale jeho nárok je poskvrněný, což z něj dělá stejného usurpátora, jakým byl jeho otec, a já jej svrhnu z trůnu.
str_khergit_rebellion_pretender_story_2|Podle khergitských zvyklostí se majetek zemřelého rozděluje rovným dílem mezi všechny jeho syny. Což by se mělo udělat i s chanátem. Když jsem se doslechl, že otec zemřel, prováděl jsem právě inspekci hranic, ale pospíchal jsem hned domů do Tulgy, abych dal Sandžarovi jeho podíl a abychom si mezi sebou rozdělili chanát. Když jsem ale přijel, zjistil jsem, že si se svými stoupenci pospíšil ke dvoru a nechal se prohlásit za jediného chána.
str_nord_rebellion_pretender_story_2|Otec však zemřel dřív, než jsem dokončil studia, a když jsem pospíchal domů, abych se ujal trůnu, naši loď potopila bouře. Jeden z otcových zemanů, Ragnar, využil příležitosti a rozhlásil, že jsem v cizině zemřel. Svolal shromáždění svých příznivců, nechal se prohlásit králem a v posledních několika letech svou moc značně upevnil.
str_rhodok_rebellion_pretender_story_2|Při posledních volbách byli jmenováni jenom dva kanditáti, já a lord Graveth. Zatímco rada rokovala, objevil se tam Graveth s mečem v ruce a prohlásil, že na poradní pole může co nevidět vtrhnout skupina swádských nájezdníků, což byla mimochodem pravda, a pokud nebude králem zvolen on, že to klidně dopustí a ponechá voliče jejich osudu.
str_sarranid_rebellion_pretender_story_2|Když sultán Ayzar zemřel, připadalo emírům říše zcela přirozené, že bych se měla stát jeho nástupnicí. Předešlo by se tak nebezpečí občanské války. Nicméně trvali na tom, že se musím vdát za jednoho z jeho generálů, emíra Baybaka. Emíři nám pak společně přísahali svou věrnost. Baybakovi jako veliteli vojsk a mně jako matce říše. Za ten krátký čas, po který jsme vládli, naše země vzkvétala.
str_swadian_rebellion_pretender_story_3|Musím přiznat, že jsem si nikterak nepomohla, když jsem Harlause a všechny, kteří se s ním spikli, proklela jako zrádce, ale i tak si myslím, že ti úředníci, kteří rozhodli v jeho prospěch, byli podplacení. Co se dá dělat, seberu armádu svých věrných, kteří ctí památku a vůli starého krále. A jestli někdo pochybuje o tom, že může žena vládnout království, dokážu jim, že to není pravda, až Harlausovi seberu jeho neprávem získanou korunu.
str_vaegir_rebellion_pretender_story_3|Dokud nebudou má práva uznána před zraky všech obyvatel Vaegiru, ponesu si přízvisko 'Bastard', aby mi připomínalo, co musím vykonat.
str_khergit_rebellion_pretender_story_3|Můj bratr se domnívá, že Khergité si váží pouze síly a vůdce, který si bere vše, co se mu zlíbí. Mám však pocit, že se v našem lidu mýlí. Ceníme si rozhodných vůdců, ale mnohem důležitější je pro nás spravedlnost. Ten, kdo si neváží práv svého bratra, si neváží ani práv svých následovníků.
str_nord_rebellion_pretender_story_3|Tak jsem zůstal ve vyhnanství - teď však nehledám mudrce, kteří by mě naučili moudrostem vzdálených zemí, nýbrž válečníky, co by se mnou táhli do mé domoviny a pomohli mi získat zpět trůn. Jestliže Ragnar pochybuje o mých vladařských schopnostech, ať mi to řekne hezky z očí do očí, až budeme proti sobě stát v rovném boji. Protože vojovník může být i učencem a učenec bojovníkem a jsem přesvědčen, že pravým králem může být jen ten, kdo je obojím zároveň!
str_rhodok_rebellion_pretender_story_3|Ale běda, Graveth porazil Swády, za což jsem mu jako Rhodok vděčný. Kdybych se byl stal králem já, osobně bych mu byl ověnčil hlavu vítěznými vavříny. Potom bych mu ji ale přikázal srazit, za to, že se stal zrádcem rhodocké konfederace a jejího posvátného zvykového práva.
str_sarranid_rebellion_pretender_story_3|Jenže Baybak bohužel záhy na to přišel o život v bitvě s Khergity. Kdybych se o jeho smrti dozvěděla včas, mohla bych se připravit na možnost zrady. Jenže manželův proradný synovec Hakim vtrhl se svými muži do mého paláce ještě pokrytý prachem z boje, s mečem v ruce mě vyhnal z paláce a prohlásil se za sultána. Měla bych nyní vybudovat vlastní armádu a oplatit mu jeho zdvořilostní návštěvu.
str_swadian_rebellion_monarch_response_1|Tak Isolla si myslí, že by mohla být swádskou královnou? Inu, král Esterich byl trochu měkkosrdcatý a pro dcerku měl slabost, ale dobrosrdečný král, který nepřemýšlí hlavou, může pro svůj lid znamenat pohromu. Isolla ti asi bude vyprávět příběhy o dávných válečnických královnách, ale možná si taky vzpomeneš, že všechny ty dávné legendy měly jeden a ten samý konec. Swádové byli poraženi a rozdrceni armádami calradského císaře.
str_vaegir_rebellion_monarch_response_1|Kdyby za mnou byl Valdym přišel v míru, přiznal bych mu všechny tituly a pocty a stal by se nejmocnějším z mých vazalů. Jelikož mi však přichází vyhlásit válku, poženu ho před sebou v řetězech a donutím ho, aby mne prohlásil za jediného suverénního vladaře. A pak mu nechám vyrvat jazyk z úst, aby to už nikdy nemohl odvolat.
str_khergit_rebellion_monarch_response_1|Můj bratr Dustum ti možná řekl, že trval na rozdělení chanátu, jako by to bylo stádo ovcí. Dovol, abych ti něco řekl. Od té doby, co se Khergité v této zemi usídlili, měla smrt každého chána naprosto stejný výsledek. Země se rozdělila, chánovi synové začali válčit mezi sebou a nakonec stejně všechno sebral ten nejsilnější. Já jsem prostě jen měl dost předvídavosti a rozhodl jsem se občanské válce předejít.
str_nord_rebellion_monarch_response_1|Lethwin 'Pátrající v dálavách'? Chceš říct Lethwin Knihomol, ne? Možná už jsi slyšel to rčení: 'Běda zemi, které děcko vládne.' Stejně mizerně by na tom byla i země, jejíž král je studentem. To chceš, aby Nordům vládl bezvousý mladíček, s rukama bez mozolů, který ani neví, jak se drží meč, a nikdy nestál ve štítové hradbě? I kdyby se byl Lethwin stal králem, jeho zemani by se mu vysmáli přímo do ksichtu!
str_rhodok_rebellion_monarch_response_1|Nepochybuji o tom, že ti lord Kastor tvrdil, že jsem pošpinil posvátné rhodocké zvyky a ovlivnil patricije při volbách krále. Víš, něco ti řeknu. Patricijové ve městech vedou květnaté řeči o našich dávných svobodách, ale pak si za krále vyberou kohokoli, kdo je jako poslední navštíví v jejich vilách, popije s nimi vína a slíbí, že přimhouří oko nad tím, že jsou dlužni na daních.
str_sarranid_rebellion_monarch_response_1|Naši učenci se už dlouho shodují na tom, že v politice má převládat jedna zásada. Lidé by měli přijmout autoritu vládce, jelikož diktatura je stále lepší než občanská válka. To byl důvod, proč jsem přijal vládu Baybaka a Arwy a složil jim přísahu věrnosti.
str_swadian_rebellion_monarch_response_2|Ti, kteří lkají nad smutným osudem swádské princezny, které byl odepřen otcovský trůn, by se stejně dobře mohli rozhořčit nad osudem každé swádské pastýřky, kterou zajal vaegirký nájezdník a odvlekl ji na trh s masem jako otrokyni. O královnách a dávných legendách mi můžeš přijít vyprávět, až se vypořádáme s bojechtivými sousedy a v naší zemi zavládne mír.
str_vaegir_rebellion_monarch_response_2|Na tom, co udělal nebo neudělal můj otec, aby získal trůn, už příliš nezáleží. Zdědil jsem ho já, a tím to končí. Kdyby bylo možné vytahovat na světlo veškeré dávno zapomenuté požadavky, kdyby mohlo být kdykoli zpochybněno dědictví každého člověka, znamenalo by to konec království a žili bychom ve stavu trvalé občanské války.
str_khergit_rebellion_monarch_response_2|Dustum by se skvěle uplatnil jako odhadce dobytka nebo jako soudce u pozemkového soudu. Ale dovedeš si takového člověka představit jako chána? Nepřátelé by nás v tom okamžení připravili o všechna území, a vrátili bychom se ke starým zvyklostem - mrzli bychom ve stepi, hladověli a třeli bídu s nouzí.
str_nord_rebellion_monarch_response_2|Starý Hakrim měl sice trochu podivínské názory, co se vedení království týče, ale králem všech Nordů se nestal jen díky své modré krvi. Já jsem králem, jelikož mě jím jmenovalo shromáždění zemanů, a také právem silnějšího. To se počítá víc než krev a původ a běda tomu, kdo by si v této zemi dovolil tvrdit něco jiného.
str_rhodok_rebellion_monarch_response_2|Jediná svoboda, na které jim doopravdy záleží, je svoboda pokojně ztloustnout. Moji chlapi zatím spávají venku ve stepi, jedí suchý chléb a nasolenou rybinu, sledují, kde zas na obzoru hoří která vesnice, a prolévají svou krev, aby zabezpečili karavanní stezky. A o to jde. Kdykoli někde narazíš na kupce, který kulhá díky zranění po khergitském šípu nebo po ráně swádským mečem, řekne ti o mně: 'To je ten člověk, jehož radami je třeba se řídit.'
str_sarranid_rebellion_monarch_response_2|Pravda však je, že Arwa nebyla jako žena pro Baybaka vybrána kvůli své moudrosti nebo smyslu pro spravedlnost. Ne, zvolili ji, protože to je čarodějnice, která dokáže z mužů jako Ayzar nebo Baybak udělat koktavé blázny. Ale na tom nezáleží. Byl jsem věrný své přísaze a respektoval její vládu až do okamžiku, kdy na ni přestala mít nárok. Teď musí ona respektovat moji vládu.
str_courtship_comment_conventional_generic|má velmi dobré způsoby
str_courtship_comment_adventurous_generic|zdá se vcelku slušný
str_courtship_comment_otherworldly_generic|je velmi zdvořilý a pozorný
str_courtship_comment_ambitious_generic|chybí mu ctižádost, ale možná se to dá napravit
str_courtship_comment_moralist_generic|vypadá jako dobrý člověk
str_feast_description|skrovný
str_feast_description_2|chudý
str_feast_description_3|sotva přijatelný
str_feast_description_4|dostatečný
str_feast_description_5|štědrý
str_feast_description_6|velkolepý
str_feast_lengthy_description_1|Jídla nebylo pro tvé hosty a jejich doprovod dost, což je donutilo, aby si potraviny obstarali v okolních zemích za značně přemrštěné ceny. Zúčastnění se shodují na tom, že jsi jako hostitel selhal. Což negativně ovlivnilo jejich důvěru i tvou celkovou pověst.
str_feast_lengthy_description_2|Poskytované jídlo a pití nakonec došlo, což některé hosty donutilo, aby si je nakoupili od potulných obchodníků, nebo poslali část své družiny domů předčasně. Ti shovívavější přisoudili nedostatek jídla tvému špatnému odhadu, přesto to negativně poznamenalo tvou pověst.
str_feast_lengthy_description_3|Nabízené jídlo a pití odpovídalo požadavkům tvých vznešených hostů, ačkoli na některé kmány z jejich družin už se nedostalo. Nyní máš pověst někoho, kdo přinejmenším ví, co obnáší být šlechticem.
str_feast_lengthy_description_4|Jídla i pití bylo dost, což tví hosté dokázali ocenit. Zábava u stolu rozhodně nevázla, všichni nenuceně probírali nejrůznější záležitosti říše. To tvé pověsti velmi pomohlo.
str_feast_lengthy_description_5|Na tvé návštěvníky čekala bohatá tabule, a to nejen pro vznešené hosty, ale i pro jejich družiny. A zbylo i mnoho jídla, které se rozdělilo mezi chudinu. Tví hosté nešetřili pochvalnými slovy nad tvými schopnostmi a velkorysostí. Díky jídlu a pití se rozproudila živá diskuze, která posílila vztahy mezi všemi zúčastněnými.
str_feast_lengthy_description_6|Říše si bude ještě v mnoha následujících měsících povídat o hojnosti tvé tabule. Tvá hostina se tak stane vzorem pro ostatní, kteří chtějí pořádat společenské akce. Podařilo se ti nejen naplnit žaludky svých urozených hostí, ale také nasytit chudinu, která se shromáždila u brány.
str_kingdom_1_adjective|Swád
str_kingdom_2_adjective|Vaegir
str_kingdom_3_adjective|Khergit
str_kingdom_4_adjective|Nord
str_kingdom_5_adjective|Rhodok
str_kingdom_6_adjective|Sarranid
str_credits_1|Mount&Blade: Warband Copyright 2008-2010 Taleworlds Entertainment
str_credits_2|Herní design:^Armagan Yavuz^Steve Negus^Cem Cimenbicer
str_credits_3|Programování:^Armagan Yavuz^Cem Cimenbicer^Serdar Kocdemir^Ozan Gumus
str_credits_4|Grafika:^Ozgur Saral^Mustafa Ozturk^Pinar Cekic^Ozan Unlu^Yigit Savtur^Umit Singil
str_credits_5|Grafické koncepty:^Ganbat Badamkhand
str_credits_6|Napsali:^Steve Negus^Armagan Yavuz^Ryan A. Span
str_credits_7|Původní hudba:^Jesse Hopkins
str_credits_8|Výběr dabérů:^Tassilo Egloffstein
str_credits_9|Autor výuky:^Steve Negus^Armagan Yavuz^Edward Spoerl^^^Animace motion capture jízdy na koni:^Richard Widgery & Kinetic Impulse^^^Fyzikální engine:^Havok^^^Zvuková a hudební knihovna:^FMODex Sound System od Firelight Technologies^^^Skyboxové textury:^Jay Weston^^^Čínská lokalizace:^Hetairoi; Gaodatailang; silentjealousy; Ginn; fallout13; James; D.Kaede; Kan2; alixyang; muyiboy^^^Programování fóra TaleWorlds:^Brett Flannigan ^^^TaleWorlds.com Administrátoři and moderátoři fóra:^Janus^Archonsod^Narcissus^Nairagorn^Lost Lamb^Deus Ex^Merentha^Volkier^Instag0^Ativan^ego^Guspav^Hallequin^Invictus^okiN^Raz^rejenorst^Skyrage^ThVaz^^^Návrhy a zpětná vazba od komunity Mount&Blade:^A Mustang^adamlug^Adorno^alden^Alhanalem^amade^Anthallas^Alkhadias Master^Arch3r^Archevious^Arcas Nebun^Arcon^Arcturus^ares007^Arjihad^BadabombadaBang^Badun^BaronAsh^Berserker Pride^bgfan^bierdopjeee^Big Mac^Binboy^blink180heights^BlodsHammar^Bloid^Brandon^Brego^chenjielian^cifre^COGlory^Corinthian Hoplite^Crazed Rabbit^CryptoCactus^CtrlAltDe1337^Cuther^Da-V-Man^dimitrischris^dstemmer^EasyCo506^Egbert^ethneldryt^eudaimondaimon^Faranox^Fawzia dokhtar-i-Sanjar^Fei Dao^Gabeed^GeN76^General Hospital^GhosTR^glustrod^guspav^Halcyon^Harn^Hethwill^Highelfwarrior^HULKSMASH^Iberon^ignoble^Jack Merchantson^JoG^Jov^Kazzan^King Jonathan the Great^Kleidophoros^knight^Kong Burger^Kristiania^l3asu^Larkraxm^Leandro1021DX^lighthaze^Llew2^Lord Rich^lordum ediz^Lucke189^Mabons^MacPharlan^Madnes5^MagicMaster^Makh^ManiK^Manitas^Marin Peace Bringer^Martinet^MAXHARDMAN^Merlkir^miguel8500^Mithras^Moddan^Nate^Nemeo^Nite/m4re^noobalicous^Nord Champion^okiN^Orion^OTuphlos^Papa Lazarou^Phallas^Plazek^Prcin^PSYCHO78^PsykoOps^Reapy^Red River^Rhizobium^Riggea^Rongar^Ros^sadnhappy^Sarejo^ScientiaExcelsa^Scorch!^Seawied86^sebal87^shikamaru 1993^Shun^silentdawn^Sir Gowe^Skyrage^Slawomir of Aaarrghh^SoloSebo^SovietSoldier^Stabbing Hobo^Stratigos001^Styo^TalonAquila^test^The Yogi^Thundertrod^Thyr^Tim^Titanshoe^tmos^Toffey^Tonttu^Trenalok^Tronde^UberWiggett^Urist^Ursca^urtzi^Vermin^Viajero^Vincenzo^Vulkan^Warcat92^Welcome To Hell^Wheem^Wu-long^Yellonet^Yobbo^Yoshi Murasaki^Yoshiboy^Zyconnic^^^Zvláštní díky Tobymu Lee za jeho nápady a skvělou zpětnou vazbu ohledně bojového systému^...a mnoha dalším skvělým hráčům Mount&Blade!^^(Toto je pouze malý vzorek všech hráčů, kteří se na hře svými návrhy a zpětnou vazbou podíleli.^Tento seznam byl složen pouze z malého vzorku několika vláken na fórech Taleworlds.^Dát dohromady vyčerpávající seznam je bohužel nad naše síly.^Hluboce se omlouváme, pokud jste do hry svými návrhy a zpětnou vazbou přispěli, ale v tomto seznamu nejste. Věřte však, že jsme vám vděčni i tak...)
