str_no_string|NO STRING!
str_lord_derogatory_martial_action|zaatakować wroga bez przemyślanego planu i stracić swoich ludzi
str_lord_derogatory_quarrelsome_action|prowokować walki z innymi władcami, by w końcu zostawić nas podzielonych i słabych
str_lord_derogatory_pitiles_action|wyalienować pospólstwo, rozpoczynając rewoltę i bunt
str_lord_derogatory_cunning_action|dobić targu z wrogami za naszymi plecami
str_lord_derogatory_sadistic_action|sprowadzić hańbę na naszą sprawę i nasze królestwo
str_lord_derogatory_goodnatured_action|litować się nad wrogami, zamiast z nimi walczyć
str_lord_derogatory_upstanding_action|postawić swoje poczucie honoru nad potrzeby królestwa
str_rebellion_dilemma_martial|{s45} najwyraźniej się mylił. Choć {s46} jest mym suwerenem i wobec niego składałem przysięgę, nie zmusza mnie ona do jego wspierania, jeśli nielegalnie będzie chciał przejąć tron.
str_rebellion_dilemma_quarrelsome|Hmm. {s46} nigdy nie dał mi tego, co mi się należy, więc chyba nie jestem wobec niego dłużny. Ale cóż, {s45} może okazać się wcale nie lepszą osobą w roli władcy, a {s46} przynajmniej pokazał się z tej dobrej strony.
str_rebellion_dilemma_pitiless|Hmm. {s45} twierdzi, że jest prawowitym następcą tronu. To dobrze, gdyż to zwalniałoby mnie z przysięgi, którą ja i {s46} jesteśmy związani. Wciąż jednak muszę uważnie rozważyć tę decyzję.
str_rebellion_dilemma_cunning|Hmm. Złożyłem przysięgę osobie o imieniu {s46}. Jednak potężnych nie wiążą przysięgi tak, jak zwykłych ludzi. Naszym obowiązkiem jest zachowanie zdolności rządzenia, pilnowanie porządku oraz zapobieganie wojny wszystkich ze wszystkimi.
str_rebellion_dilemma_sadistic|Hmm. W tym okrutnym świecie mądry człowiek musi myśleć o sobie, nikt inny tego za niego nie zrobi. A więc, co będę z tego mieć?
str_rebellion_dilemma_goodnatured|Nie wiem, co powiedzieć. Wiąże mnie przysięga z osobą o imieniu {s46}, jako praworządnym władcą, ale jeśli nie jest praworządny, to nie wiem, czy wciąż ona mnie obowiązuje.
str_rebellion_dilemma_upstanding|To kłopotliwa sprawa. Nie jest błahostką, zrezygnować z mojej lojalności wobec osoby o imieniu {s46} i zerwać więzi, które chronią nasze ziemie przed anarchią. Jednak mam również obowiązek wspierać prawowitość dziedziczenia, a {s45} ma prawo do tronu.
str_rebellion_dilemma_2_martial|Z drugiej strony, {s46} prowadził nas podczas wojny oraz pokoju i nie chcę zrywać mojego posłuszeństwa.
str_rebellion_dilemma_2_quarrelsome|Powiedz mi więc, dlaczego mam odwrócić się od drania, którego znam, na rzecz {reg3?kobiety, której:drania, którego} nie znam?
str_rebellion_dilemma_2_pitiless|Pytając, kogo widzę na tronie, jest strasznie kłopotwile, z drugiej jednak strony to również okazja na odzyskanie tego, co zawsze mi się należało!
str_rebellion_dilemma_2_cunning|{s46} otrzymał wyzwanie i przez to nie będzie nigdy mógł rządzić tak silnie, jak ktoś, kogo praw nigdy nie podważano. Jeśli jednak {s45} przejmie tron siłą, nie będzie tak {reg3?silna:silny} jak ten, kto odziedziczył tron w pokoju.
str_rebellion_dilemma_2_sadistic|Może jeśli dołączę do osoby o imieniu {s45}, kiedy wciąż jest {reg3?słaba:słaby}, to zdołam się wzbogacić, ale jeśli {s46} dostanie ode mnie twoją głowę, otrzymam jeszcze większą nagrodę.
str_rebellion_dilemma_2_goodnatured|{s46} zawsze traktował mnie przyzwoicie, jednak to prawda, że {s45} cierpi z jego winy. Waham się nad zerwaniem przysięgi, którą ja i {s46} jesteśmy związani, ale z drugiej strony uważam, że nie można wspierać niesprawiedliwości.
str_rebellion_dilemma_2_upstanding|Czuję, że muszę zrobić to, co jest najlepsze dla królestwa, aby mogło uniknąć wojny domowej i zniszczenia przez wrogów.
str_political_philosophy_martial|Mój miecz jest do dyspozycji mego seniora, jak długo on też jest mi wierny.
str_political_philosophy_quarrelsome|Ba! To jedna, wielka banda bękartów. Staram się, by ci, którzy mnie skrzywdzili, gorzko tego pożałowali.
str_political_philosophy_pitiless|Ludzie zawsze próbują oszustwem odebrać ci to, do czego masz prawa. W świecie bez zasad trzeba zachować czujność we własnym zakresie.
str_political_philosophy_cunning|To twardy świat, a my musimy stawać przed trudnymi wyborami. Czasem trzeba służyć tyranowi, by zachować pokój, ale czasem niewielka rebelia zapewnia uczciwość króla. Wszystko zależy od okoliczności.
str_political_philosophy_sadistic|Mam prostą filozofię: ''lepiej być wilkiem niż jagnięciem''.
str_political_philosophy_goodnatured|Zawsze dochowuj swoich obietnic i nie czyń innym krzywdy, lecz traktuj ich sprawiedliwie. Co prawda nie łatwo podążać tą ścieżką, ale czymże byłoby życie bez wyzwań. Pamiętaj, by mieć oparcie tylko w tych, którym ufasz. Choć ciężko jest czasem odróżnić wroga od przyjaciela.
str_political_philosophy_upstanding|Instytucje królów i władców powołano, by zapobiec wszechobecnej wojnie ze wszystkimi. Nie powinno to jednak zaślepiać nas na niesprawiedliwość.
str_political_philosophy_roguish|Hm... Myślę, że dobrze jest być władcą.
str_political_philosophy_benefactor|Dobry władca dba o to, by wszystkich traktowano sprawiedliwie. Ja skorzystam ze swej władzy, by żywot moich poddanych był lepszy.
str_political_philosophy_custodian|Dobry władca tworzy ludziom możliwości bogacenia się. Zamierzam wykorzystać me bogactwo, by dało ono więcej bogactwa tak mnie, jak i wszystkim innym.
str_rebellion_prior_argument_very_favorable|Doszły mnie już słuchy dotyczące wspierania twojej kandydatury do tronu i raczej się z tobą zgadzam.
str_rebellion_prior_argument_favorable|Doszły mnie już słuchy dotyczące wspierania twojej kandydatury do tronu i raczej się z tobą zgadzam.
str_rebellion_prior_argument_unfavorable|Doszły mnie już słuchy dotyczące wspierania twojej kandydatury do tronu, ale raczej nie się z tobą nie zgadzam.
str_rebellion_prior_argument_very_unfavorable|Doszły mnie już słuchy dotyczące wspierania twojej kandydatury do tronu, ale z większością argumentów się nie zgadzam.
str_rebellion_rival_martial|{s49} twój sojusznik {s44} zakwestionował kiedyś mój honor oraz odwagę. Nieczęsto mam okazję do stawienia mu czoła w walce i zmuszenia go do wycofania swoich słów.
str_rebellion_rival_quarrelsome|{s49} pracujesz z osobą o imieniu {s44}. To cwany lis i nie wierzę mu za grosz.
str_rebellion_rival_pitiless|{s49} wygląda na to, że wspierasz osobę o imieniu {s44} - tą miękką, słabą i nie nadającą się do rządzenia lennem, a ponadto zawsze przeze mnie pogardzaną.
str_rebellion_rival_cunning|{s49} {s44}, który już do ciebie dołączył, jest zawzięty i kłótliwy.
str_rebellion_rival_sadistic|{s49} Nie mam zamiaru walczyć u boku twojego sojusznika, którym jest {s44}, posiadający tak obrzydliwie cechy.
str_rebellion_rival_goodnatured|{s49} Nie chcę być po tej samej stronie, co {s44} - osoba słynąca z okrucieństwa.
str_rebellion_rival_upstanding|{s49} twój sojusznik {s44} jest moim zdaniem niebezpiecznym, nierzetelnym i pozbawionym zasad człowiekiem.
str_rebellion_argument_favorable|Szanuję twoje argumenty
str_rebellion_argument_neutral|Twoje argumenty są dla mnie tylko częściowo przekonywujące
str_rebellion_argument_unfavorable|Twoje argumenty mnie nie przekonują
str_rebellion_persuasion_favorable|wymownie przedstawiasz swoje sprawy
str_rebellion_persuasion_neutral|rozsądnie przedstawiasz swoje sprawy
str_rebellion_persuasion_unfavorable|nierozsądnie przedstawiasz swoje sprawy
str_rebellion_relation_very_favorable|Mam do ciebie osobiście wielki szacunek.
str_rebellion_relation_favorable|Znam cię osobiście i szanuję.
str_rebellion_relation_neutral|Nie znam cię tak dobrze, jak bym chciał.
str_rebellion_relation_unfavorable|Nie ufam ci.
str_and_comma_3|Co więcej, 
str_but_comma_3|Jednak
str_and_comma_1|, i 
str_but_comma_1|, ale 
str_and_comma_2|. Ponadto 
str_but_comma_2|. Niemniej jednak 
str_rebellion_agree_martial|Podjąłem decyzję. {s45} dostanie moje wsparcie, jako prawowity następca.
str_rebellion_agree_quarrelsome|Ach, przemyślałem wszystko. {s46} nigdy specjalnie nie był mi bliski. Odbierzmy mu tron.
str_rebellion_agree_pitiless|Nie przyłączę się do twej rebelii, bowiem przypomina mi ona zachciankę dziecka, któremu odmówiono upragnionej błyskotki. {s46} nadal ma moją wierność. Potrafi rządzić.
str_rebellion_agree_cunning|Wybacz, ale brak mi pewności co do twego zwycięstwa. Wielu zginie, a ja nie chcę znaleźć się w ich gronie. {s46} wciąż cieszy się mym wsparciem.
str_rebellion_agree_sadistic|Nie poprę twojej gierki. Próbujesz sięgnąć po koronę, ale myślę, że skończysz na szubienicy, a ja i {s46} będziemy się temu przyglądać.
str_rebellion_agree_goodnatured|Wybacz, ale {s46} nie ujrzy jak się odeń odwracam. Nie miej mi tego za złe, gdy staniemy na polu bitwy.
str_rebellion_agree_upstanding|Wybacz, ale {s45} ma za słabe roszczenia, by ryzykować sprowadzenie na biedaków tego kraju wojny domowej. {s46} wciąż ma moje poparcie. Oby niebiosa wybaczyły mi, jeśli czynię źle.
str_rebellion_refuse_martial|Przykro mi. {s45} ma dobre argumenty, ale to nie wystarczy, by odwrócić się od mojego pana. {s46} zasługuje, by zachować lojalność wobec jego osoby.
str_rebellion_refuse_quarrelsome|Nie. Twój szczeniak {s45} nie nadaje się do rządzenia królestwem. Pozostanę z mym panem, którym jest {s46}.
str_talk_later_martial|Teraz nie czas na politykę! Jestem tu dziś z moimi panami, gotów do bitwy. Szykuj się lepiej do walki.
str_talk_later_quarrelsome|Spodziewasz się, że będę z tobą omawiał zdradę mojego pana, kiedy otacza nas jego armia? Za kogo ty mnie masz cholerny idioto?
str_talk_later_pitiless|Chowaj jęzor! Cokolwiek mam do powiedzenia w tej kwestii, nie będę mówił tu i teraz, kiedy jesteśmy w środku armii.
str_talk_later_cunning|To nie czas ani miejsce na takie dyskusje. Może porozmawiamy o tym później i gdzie indziej, ale póki co wciąż jesteśmy wrogami.
str_talk_later_sadistic|Gębę trzeba ci zaszyć! Czy potrafisz sobie wyobrazić co by było, gdyby inni wasale zobaczyli, jak rozmawiam z tobą o zdradzie?
str_talk_later_goodnatured|Chcesz zatem rozmawiać ze mną na temat rebelii? Spróbuj kiedy indziej, gdy nie będzie nas otaczać armia mojego pana, a wysłucham co masz do powiedzenia.
str_talk_later_upstanding|Cokolwiek myślę na temat prawowitości następstwa, nie będę o tym rozmawiał tu i teraz. Jeśli spotkamy się ponownie bardziej prywatnie, wysłucham co masz do powiedzenia w tej sprawie. Póki co, jestem jednak twoim wrogiem.
str_gossip_about_character_default|Powiadają, że {s6} nie ma żadnych ciekawych cech charakteru.
str_gossip_about_character_martial|Powiadają, że {s6} kocha wojnę ponad wszystko.
str_gossip_about_character_quarrelsome|Powiadają, że {s6} niemal starł się ostatnio z innym lordem, ponieważ ten zażartował na temat jego nosa.
str_gossip_about_character_selfrighteous|Doszły mnie słuchy, że {s6} zażądał ścięcia swojego giermka, ponieważ ten zabił jelenia w jego lesie.
str_gossip_about_character_cunning|Powiadają, że {s6} to niebezpieczny przeciwnik.
str_gossip_about_character_sadistic|Powiadają, że {s6} lubi torturować swoich wrogów. Nie chciałbym być jego przeciwnikiem.
str_gossip_about_character_goodnatured|Powiadają, że {s6} to dobry człowiek, który przyzwoicie traktuje swoich poddanych. Nie można jednak tego powiedzieć o większości arystokratów.
str_gossip_about_character_upstanding|Ludzie powiadają, że dobrze żyć, gdy rządzi {s6}. On jest dobry dla swoich ludzi i wynagradza ich, jeśli dobrze pracują.
str_latest_rumor|Ostatnia plotka, która dotyczy osoby o imieniu {s6}, to:
str_changed_my_mind_martial|Jednakże, twe niespokojne słowa zmuszają mnie do przemyślenia swego stanowiska.
str_changed_my_mind_quarrelsome|Chyba udało ci się mnie namówić. Słucham dalej
str_changed_my_mind_pitiless|Jeśli tak prosisz, rozważę przemyślenie tej kwestii.
str_changed_my_mind_cunning|Nieźle radzisz sobie ze słowami. To robi na mnie wrażenie. Słucham dalej.
str_changed_my_mind_sadistic|Twe złote usta śpiewają piękną pieśń na twą cześć, więc jeszcze nie odrzucę tego pomysłu.
str_changed_my_mind_goodnatured|Dobrze argumentujesz, więc zachowam wobec ciebie otwartość.
str_changed_my_mind_upstanding|Jednakże, mówisz ze swadą. Słucham dalej.
str_swadian_rebellion_pretender_intro|Jestem Isolla, prawowita królowa Swadian.
str_vaegir_rebellion_pretender_intro|Nazywam się Valdym. Niektórzy mówią na mnie Bękart. Jestem księciem Vaegirów, choć powinienem być ich królem, zamiast mojego kuzyna Yarogleka.
str_khergit_rebellion_pretender_intro|Jestem Dustum Chan, syn Janakira Chana, prawowity Chan Khergitów.
str_nord_rebellion_pretender_intro|Jestem Lethwin Dalekowzroczny, syn Hakrima Starego, który powinien być królem Nordów w Calradii.
str_rhodok_rebellion_pretender_intro|Jestem Lord Kastor, prawowity król Rhodoków, który uwolni ich spod tyranii.
str_sarranid_rebellion_pretender_intro|Jestem Arwa, którą zwą Perłową, jestem matką Sarranidów i ich prawowitą królową.
str_swadian_rebellion_pretender_story_1|Byłam jedynym dzieckiem mojego ojca, króla Estericha. Choć jestem kobietą, kochał mnie jak syna i mianował swoją następczynią - nie raz, lecz kilkakrotnie, przed największymi dostojnikami, aby nikt nie mógł wątpić w jego zamiary. Nie ma prawa, które nie pozwala kobiecie rządzić - prawdę mówiąc, my, Swadianie, znamy historię królowych-wojowniczek, które rządziły nami w dalekiej przeszłości.
str_vaegir_rebellion_pretender_story_1|Mój ojciec zmarł, kiedy byłem młody, pozostawiając mnie pod opieką swojego brata, regenta Bureleka. Zamiast jednak pilnować tronu dla mnie, ten uzurpator skorzystał z władzy i oskarżył moją matkę o cudzołóstwo oraz oznajmił, że nie jestem dzieckiem mojego ojca. Została więc ścięta za zdradę, a ja okrzyknięty bękartem.
str_khergit_rebellion_pretender_story_1|Sanjar Chan i ja jesteśmy braćmi, synami starego Janakira Chana, choć od różnych matek. Mimo że byłem młodszym synem, wszyscy, którzy znali starego Chana mogą zeznać, że póki żył, byłem jego ulubieńcem, któremu powierzał opiekę nad poddanymi. Sanjar zajmował się polowaniami i biesiadami, aby zdobyć uznanie bardziej niechętnych dowódców.
str_nord_rebellion_pretender_story_1|Nazywają mnie Dalekowzrocznym, ponieważ wiele widziałem i poszukiwałem wiedzy, jak na Norda przystało. Zanim dorosłem, ojciec wysłał mnie za granicę, gdzie studiowałem na dworach i uniwersytetach. Jeśli Nordowie mają nazwać się spadkobiercami cesarstwa Calradii, muszą umieć działać, znać się na prawie i czytaniu, a nie tylko walczyć, plądrować i pić.
str_rhodok_rebellion_pretender_story_1|Rhodokowie to wolni ludzie, a nie niewolnicy jakiegoś monarchy. Króla należy wybrać spośród jednej z arystokratycznych rodzin, poprzez radę utworzoną z patrycjuszy z Jelkali, Veluki i Yalen. Rada spotyka się na polu przed Jelkalą i nikt nie może pojawić się uzbrojony podczas obrad.
str_sarranid_rebellion_pretender_story_1|Urodziłam się w dalekim kraju, w biednej rodzinie. Jeszcze jako dziewczyna stałam się niewolnicą - lecz nie hańbi mnie to, bowiem wiele matek królów było niegdyś niewolnicami. Stary sułtan, Ayzar, wypatrzył mnie kiedyś na targu, bo poraziła go moja uroda. Wkroczyłam w progi jego domu, gdzie nauczyłam się cenić swą inteligencję. Starzejący się sułtan pozwolił mi w swym imieniu sprawować rządy. Wpierw zajmowałam się sprawami pałacu, a później - królestwa.
str_swadian_rebellion_pretender_story_2|Jednak kiedy zmarł mój ojciec, jego kuzyn Harlaus przekonał arystokratów, że żaden rozsądny swadiański król nie może nazwać swoim następcą kobiety. Harlaus powiedział, że ta decyzja była aktem szaleńca i nie miała podstaw prawnych, oraz że to on, jako najbliższy krewny ojca, powinien objąć tron.
str_vaegir_rebellion_pretender_story_2|Za granicę przeszmuglował mnie wierny sługa. Teraz jednak mam swoje lata i zamierzam odzyskać to, co należy do mnie. Burelek zmarł krótko po swoim akcie perfidii - to bez wątpienia kara z nieba. Jego syn Yaroglek teraz nazywa się królem, ale to nie gorszy uzurpator od swojego ojca, a ja pozbawię go tronu.
