str_no_string|NINCS SZÖVEG!
str_battle_won_unfriendly_quarrelsome|Ha arra vársz, hogy hálálkodjak neked, sokáig állhatsz ott. Nem volt igazán szükségem a segítségedre, de gondolom, épp nem volt jobb dolgod, ugye?
str_battle_won_unfriendly_pitiless|Úgy rohantál ide, mint a sakál, mikor látja, hogy az oroszlán gyilkol... Rendben hát, szolgáld ki magad a zsákmányból. Nem tartalak vissza.
str_battle_won_unfriendly_cunning|{playername}... Nos, úgy vélem, érkezésed nem szolgált káromra, bár nem fogok úgy tenni, mintha örülnék neked.
str_battle_won_unfriendly_sadistic|Vissza, dögkeselyű! Ez az én győzelmem volt, bármennyire is szeretnéd elorozni a dicsőséget magadnak.
str_battle_won_unfriendly_goodnatured|Oh, te vagy az! Nos, úgy vélem, meg kell köszönnöm a segítségedet.
str_battle_won_unfriendly_upstanding|Köszönöm, hogy a segítségemre siettél. Most megyek, mielőtt olyat mondok, amit később megbánnék.
str_troop_train_request_default|Olyasvalakire van szükségem, mint te, hogy hatékonnyá tegye őket.
str_troop_train_request_martial|Valaki meg kell, hogy mutassa nekik, mi az a bátorság.
str_troop_train_request_quarrelsome|Kövér, lusta fattyúk! Okádnom kell tőlük.
str_troop_train_request_pitiless|Jobban  félnek az ellenségtől, mint tőlem, s ez nem mehet így tovább.
str_troop_train_request_cunning|De az ember olyan, mint a kard: a tűz nemesíti és edzi.
str_troop_train_request_sadistic|Kell valaki, ki tettel s erővel némi bátorságot ver beléjük, ha bele is pusztulnak.
str_troop_train_request_goodnatured|Ezek a srácok elég jók, de attól tartok, még nem állnak készen egy csatára.
str_troop_train_request_upstanding|Egyenértékű lenne a gyilkossággal, ha a mostani állapotukban harcba küldeném őket.
str_unprovoked_attack_default|Mi az? Miért támadsz ránk? Beszélj, hitvány fattyú!
str_unprovoked_attack_martial|Nincs kifogásom a harci kihívásokkal szemben, de megkérdezhetem, mi okból támadsz ránk?
str_unprovoked_attack_quarrelsome|Nagy hibát követsz el {fiam/leányom}. Mégis mit képzelsz, mit csinálsz?
str_unprovoked_attack_pitiless|Valóban? Ha valóban meg akarsz halni ma, nagy örömmel teszem meg neked e szívességet, de kíváncsi vagyok, mit reméltél ezzel elérni.
str_unprovoked_attack_cunning|Valóban? Úgy vélem, ostobaságot követsz el. Mit akarsz ezzel elérni?
str_unprovoked_attack_sadistic|Mi ez? Örömet okoz neked, midőn kitolják a szemed?
str_unprovoked_attack_goodnatured|Miért teszed ezt? Nincs köztünk ellenségeskedés, {uram/hölgyem}.
str_unprovoked_attack_upstanding|Ezt agressziónak tekintem, s tiltakozni fogok miatta királyodnál. Miért teszed ezt?
str_unnecessary_attack_default|Nem habozok megölni téged, ha rákényszerítesz, de felkínálom a lehetőséget számodra, hogy továbbállj.
str_unnecessary_attack_martial|Mohón vágyom elfogadni kihívásodat, {uram/hölgyem}, ám adok egy percet, hogy meggondold magad.
str_unnecessary_attack_quarrelsome|Ugyan! Nincs kedvem ilyen ostobaságokra ma. Tűnj az utamból.
str_unnecessary_attack_pitiless|Kegyes hangulatban vagyok ma. Úgy teszek, mintha meg sem hallottalak volna.
str_unnecessary_attack_cunning|Nem látom be, mit nyernél azzal, ha ellenségekké válnánk. Talán jobb lenne odébbállnod. 
str_unnecessary_attack_sadistic|Nem fecsérlem az időm ilyen férgekre. Takarodj az utamból!
str_unnecessary_attack_goodnatured|Nem értem, mit nyernél azzal, ha összecsapnánk, {uram/hölgyem}. Még továbblovagolhatsz.
str_unnecessary_attack_upstanding|Ha harcolni akarsz, {uram/hölgyem}, akkor állok elébe, de még adok egy esélyt, hogy letegyél róla
str_lord_challenged_default|Ahogy akarod. Készülj a halálra!
str_lord_challenged_martial|Hát legyen. Védd magad!
str_lord_challenged_quarrelsome|Te szemtelen kölyök! Ízzé-porrá zúzlak!
str_lord_challenged_pitiless|Ha ennyire meg akarsz halni, nincs más választásom, mint megtenni e szívességet.
str_lord_challenged_cunning|Nos, ha nem hagysz nekem más esélyt...
str_lord_challenged_sadistic|Te trágyadomb! Azt fogod kívánni, bárcsak ne jöttél volna e világra!
str_lord_challenged_goodnatured|Rendben. Azt reméltem, elkerülhetjük az összecsapást, de látom, nincs más választásom.
str_lord_challenged_upstanding|Hát legyen. Elszomorít, hogy nem tértél jobb belátásra.
str_lord_mission_failed_default|Nos, csalódott vagyok, de bízom benne, hogy sok lehetőséged lesz még jóvátenni mindezt.
str_lord_mission_failed_martial|Méltánytalan dolog elbukni egy küldetést, melybe oly sok erőfeszítést öltél, de elfogadom az adott szavad.
str_lord_mission_failed_quarrelsome|Elbuktad? Pff, mi mást várhatnék el egy magadfajtától?
str_lord_mission_failed_pitiless|Elbuktál? Nos, csalódást okoztál nekem. Ez egy nagyon ostoba dolog.
str_lord_mission_failed_cunning|Nos, csalódott vagyok, de senki nem tudja garantálni, hogy mindig vele tart a szerencse.
str_lord_mission_failed_sadistic|Valóban? Azok, kik cserbenhagynak, nem élnek addig, hogy megbánhassák.
str_lord_mission_failed_goodnatured|Nos, rendben. Nehéz feladat is volt. Köszönöm az erőfeszítésed.
str_lord_mission_failed_upstanding|Rendben van. Biztos vagyok benne, hogy megtetted, amit lehet.
str_lord_follow_refusal_default|Kövesselek? Elfelejted, hol a helyed, {uram/hölgyem}.
str_lord_follow_refusal_martial|Talán ha egy nap bebizonyítod, hogy bátor és dicső harcos vagy, követlek. De most nem.
str_lord_follow_refusal_quarrelsome|Egy olyat kövessek, mint téged? Ó nem!
str_lord_follow_refusal_pitiless|Egy ily nemes, mint én, nem követ egy olyat, mint te, {uram/hölgyem}.
str_lord_follow_refusal_cunning|Előbb bizonyítsd be, hogy olyan {férfiú/hölgy} vagy, ki nem vezet engem végzetes vereségbe, s akkor talán követlek.
str_lord_follow_refusal_sadistic|Nem hinném! Inkább te kövess engem, ahogy egy vesztes követi legyőzőjét.
str_lord_follow_refusal_goodnatured|Ööö, most nagyon elfoglalt vagyok, {uram/hölgyem}. Talán máskor..
str_lord_follow_refusal_upstanding|Előbb bizonyítsd be, hogy méltó vagy a vezetésre, s akkor talán követlek.
str_lord_insult_default|aljas gazember
str_lord_insult_martial|becstelen gazfickó
str_lord_insult_quarrelsome|moslékzabáló fattyú
str_lord_insult_pitiless|sehonnai féreg
str_lord_insult_cunning|meggondolatlan fajankó
str_lord_insult_sadistic|nyüszítő korcs
str_lord_insult_goodnatured|kellemetlen fickó
str_lord_insult_upstanding|gyalázatos senkiházi
str_lord_derogatory_default|aljas és hitvány
str_lord_derogatory_martial|csökönyös
str_lord_derogatory_quarrelsome|házsártos és megosztó
str_lord_derogatory_pitiless|kegyetlen zsarnok
str_lord_derogatory_cunning|gátlástalan és manipulatív
str_lord_derogatory_sadistic|aljas és becstelen
str_lord_derogatory_goodnatured|reménytelenül naiv
str_lord_derogatory_upstanding|vonalas és álszent
str_lord_derogatory_result|tégy tönkre bennünket
str_lord_derogatory_martial_action|támadj eszetlenül, terv nélkül az ellenségre, odadobva embereid életét
str_lord_derogatory_quarrelsome_action|szíts harcot a többi főúrral, tégy minket megosztottá és gyengévé
str_lord_derogatory_pitiles_action|idegenítsd el a köznépet, szíts lázadást és zendülést
str_lord_derogatory_cunning_action|paktálj le az ellenséggel a hátunk mögött
str_lord_derogatory_sadistic_action|hozz szégyent ügyünkre és a birodalomra
str_lord_derogatory_goodnatured_action|könyörülj meg az ellenségen, ahelyett, hogy megküzdenél vele
str_lord_derogatory_upstanding_action|helyezd saját, túlzott becsületérzetedet a birodalom érdekei fölé
str_rebellion_dilemma_martial|{s45} sérelme nyilvánvaló. S bár {s46} bírja eskümet, ez nem kötelez arra, hogy támogassam őt, ha jogtalanul bitorolja a trónt.
str_rebellion_dilemma_quarrelsome|Hm. {s46} sosem fizette ki járandóságomat, így nem hinném, hogy sokkal tartoznék neki. Ám lehet, hogy {s45} sem lenne jobb, s {s46} legalább nyitott könyv előttem.
str_rebellion_dilemma_pitiless|Hm. {s45} azt állítja, hogy ő a trón jogos örököse. Ez jó - feloldoz {s46} felé tett esküm alól. De azért gondosan mérlegelnem kell döntésemet.
str_rebellion_dilemma_cunning|Hm. {s46} bírja hűbéreskümet, bár a magamfajtát nem köti annyira esküje, mint a közönséges embert. Feladatunk, hogy saját képességünk szerint kormányozzunk, fenntartsuk a rendet, s megakadályozzuk a totális háborút.
str_rebellion_dilemma_sadistic|Hm. Ez egy hitvány világ, egy bölcs embernek magára kell gondolnia, mivel más ezt nem teszi meg. Tehát - mit nyerek vele? 
str_rebellion_dilemma_goodnatured|Nem tudom, mit mondjak. {s46} törvényes uralkodóként bírja eskümet, de ha ő nem a törvényes uralkodó, én sem tudom, hogy esküm él-e még.
str_rebellion_dilemma_upstanding|Nehéz ügy. Súlyos dolog semmisnek nyilvánítani {s46} felé tett hűbéreskümet, és elvágni a kötelékeket, melyek meggátolják, hogy országunk anarchiába süllyedjen. Ám arra is felesküdtem, hogy támogatom a törvényes öröklődést, s {s45} szintén joggal tart igényt a trónra.
str_rebellion_dilemma_2_martial|Ugyanakkor {s46} háborúban és békében uralkodott felettünk, s irtózom felrúgni a hűbéri viszonyt.
str_rebellion_dilemma_2_quarrelsome|Hát áruld el, miért fordítsak hátat a fattyúnak, akit ismerek, egy oly {reg3?asszony:fattyú} kedvéért, akit nem ismerek?
str_rebellion_dilemma_2_pitiless|Nagyon veszélyes ez a helyzet. Döntsem el, ki mellé álljak, hogy az ország {reg3?uralkodója:királya} legyen. Ugyanakkor lehetőség is, hogy végre hozzájussak mindazon jutalmakhoz, melyeket mindig is megérdemeltem.
str_rebellion_dilemma_2_cunning|{s46} meg lett vádolva, így többé nem tud oly biztos kézzel uralkodni, mint az, kinek legitimitásával szemben soha nem merült fel kétely. Ugyanakkor, ha {s45} erővel foglalja el a trónt, soha nem lesz oly erős, mint az, ki békésen szerezte meg.
str_rebellion_dilemma_2_sadistic|Talán ha {s45} mellé állok, míg ő gyenge, gazdagon megjutalmaz, de az is lehet, hogy ha a fejed {s46} elé vetem, ő még nagyobb jutalomban részesít.
str_rebellion_dilemma_2_goodnatured|{s46} mindig tisztességgel bánt velem, bár kétségtelen, hogy {s45} épp ellenkezőleg vélekedik. Vonakodom felrúgni a hűbéreskümet {s46} felé, bár az igazságtalanságot sem támogathatom.
str_rebellion_dilemma_2_upstanding|Úgy vélem, azt kell tennem, ami a legjobb a birodalom számára, mielőtt polgárháború dúlná fel, és ellenségei rombolnák porig.
str_political_philosophy_martial|A kardom jog szerinti hűbéruram rendelkezésére áll, amíg teljesíti felém fennálló kötelezettségét.
str_political_philosophy_quarrelsome|Ugyan. Egy rakás gazfickó. Igyekszem elérni, hogy amelyikük félrevezet, megbánja és megtanulja, mit szabad és mit nem.
str_political_philosophy_pitiless|Az emberek mindig megpróbálnak másokat megtéveszteni jogaikkal kapcsolatban. Ebben a kutya világban ébren kell őrködnünk jogaink felett.
str_political_philosophy_cunning|Ez egy kemény világ, amelyben sorsunk, hogy kemény döntésekkel kerülünk szembe. Van, hogy a béke fenntartása érdekében zsarnokot kell kiszolgálnunk, néha meg egy kis lázongás kell, hogy a király becsületes maradjon. Minden a körülményektől függ.
str_political_philosophy_sadistic|Az életelvem egyszerű: farkasnak jobb lenni, mint báránynak.
str_political_philosophy_goodnatured|Nos, be kell tartanod, amit ígérsz, és nem szabad igazságtalanul bánnod másokkal. Néha nehéz megtalálni az egyensúlyt. Ha kitartasz azok mellett, akikben megbízol, azt hiszem, nem tévedhetsz nagyot.
str_political_philosophy_upstanding|A királyi és nemesi címet viselők feladata a béke fenntartása és a háborúk elkerülése, ugyanakkor ez nem hatalmaz fel az igazságtalanságra.
str_political_philosophy_roguish|Hmm... Ez esetben azt hiszem, jó dolog főúrnak lenni.
str_political_philosophy_benefactor|Egy jó uralkodó mindenkivel igazságos. Én személy szerint arra használom hatalmamat, hogy jobbá tegyem a birodalmamban élők sorsát. 
str_political_philosophy_custodian|Egy jó uralkodó megteremti annak a feltételeit, hogy az emberek jólétben éljenek. Én személy szerint arra használom vagyonomat, hogy még több vagyont szerezzek saját magamnak és a köz számára egyaránt.
str_rebellion_prior_argument_very_favorable|Már hallottam néhány érvet a trónjelölted támogatása mellett, és hajlok rá, hogy egyetértsek velük.
str_rebellion_prior_argument_favorable|Már hallottam néhány érvet a trónjelölted támogatása mellett, és hajlok rá, hogy egyetértsek velük.
str_rebellion_prior_argument_unfavorable|Már hallottam néhány érvet a trónjelölted támogatása mellett, de nem találtam meggyőzőnek őket.
str_rebellion_prior_argument_very_unfavorable|Már hallottam néhány érvet a trónjelölted támogatása mellett, de a legtöbbel nem értettem egyet.
str_rebellion_rival_martial|{s49} szövetségesed, {s44} egyszer megkérdőjelezte becsületemet és bátorságomat. Ritkán nyílik rá alkalmam, hogy szembe kerülve vele csatában rávegyem állításai visszavonására.
str_rebellion_rival_quarrelsome|{s49} {s44} a szövetségesed. Ravasz róka, és soha nem bíztam benne egy szemernyit sem.
str_rebellion_rival_pitiless|{s49} úgy tűnik, elfogadtad {s44} támogatását - ki mulya, gyenge, alkalmatlan egy hűbérbirtok vezetésére, s kit mindig is megvetettem.
str_rebellion_rival_cunning|{s49} {s44}, ki már csatlakozott hozzád, önfejű és civakodó, és eléggé felelőtlen.
str_rebellion_rival_sadistic|{s49} a szövetségesed {s44}, ki oly émelyítően fitogtatja erényeit, s kivel evégből nem kívánok együtt harcolni.
str_rebellion_rival_goodnatured|{s49} húzódozom tőle, hogy ugyanazon az oldalon álljak, mint {s44}, ki oly hírhedett kegyetlenségéről.
str_rebellion_rival_upstanding|{s49} szövetségesed, {s44}, a véleményem szerint veszélyes, megbízhatatlan, és igencsak tisztességtelen ember.
str_rebellion_argument_favorable|érveid tiszteletet parancsolnak
str_rebellion_argument_neutral|érveid tetszenek, de csak fenntartásokkal
str_rebellion_argument_unfavorable|érveid nem nyűgöztek le
str_rebellion_persuasion_favorable|ékesszólóan érveltél
str_rebellion_persuasion_neutral|ésszerűen érveltél
str_rebellion_persuasion_unfavorable|érveid nem győztek meg
str_rebellion_relation_very_favorable|személy szerint a legnagyobb mértékben tisztellek.
str_rebellion_relation_favorable|ismerlek és személy szerint tisztellek.
str_rebellion_relation_neutral|nem ismerlek annyira, amennyire szeretném.
str_rebellion_relation_unfavorable|nem bízok benned.
str_and_comma_3|Továbbá
str_but_comma_3|Azonban
str_and_comma_1|, és 
str_but_comma_1|, de
str_and_comma_2|. Mi több, 
str_but_comma_2|. Mindazonáltal 
str_rebellion_agree_martial|Döntöttem. {s45} a törvényes örökös, őt támogatom.
str_rebellion_agree_quarrelsome|Ah, eleget gondolkodtam. {s46} amúgy sem volt soha a szívem közepében. Gyerünk, vegyük el tőle a trónt!
str_rebellion_agree_pitiless|Szerencséd van. Úgy döntöttem, téged választalak. Imádkozz, hogy ne bánjam meg a döntésemet.
str_rebellion_agree_cunning|Roppant veszélyes döntés ez, de alaposan megfontolva a dolgot úgy döntöttem, téged választalak. Reménykedjünk döntésem helyességében.
str_rebellion_agree_sadistic|Döntöttem. {reg3?Feleséged:Férjed}, {s45} oldalára állok. De ajánlom, intézd úgy, hogy busásan megjutalmazzon.
str_rebellion_agree_goodnatured|Rendben. Úgy hiszem, {reg3?feleséged:férjed} jó uralkodó lenne. Csatlakozom hozzád.
str_rebellion_agree_upstanding|Legyen hát. Elsősorban a birodalom számára tartozom hűséggel, és hogy megmentsem a zűrzavartól, {s45} oldalára állok, felmondom{s46} részére tett hűségeskümet. Bocsásson meg nekem az ég, ha helytelenül cselekszem.
