dlga_lady_restore_relation_4:lady_restore_relation_5|Úgy vélem, egy {reg10} dénár értékű ajándék megteszi.
dlga_lady_restore_relation_4:lady_restore_relation_5.1|Talán megengedhetek magamnak {reg11} dénárt.
dlga_lady_restore_relation_4:lady_restore_relation_5.2|Ebben az esetben kész vagyok {reg12} dénárt költeni az ügyre.
dlga_lady_restore_relation_4:lady_restore_relation_cant_afford|Nem hiszem, hogy jelen pillanatban megengedhetek magamnak egy ajándékot.
dlga_lady_restore_relation_5:lady_restore_relation_6|Nagyszerű. Akkor kiválasztok egy megfelelő ajándékot, és elküldöm {s10} részére, az ön jókívánságaival. Biztos vagyok benne, hogy értékelni fogja a gesztust.
dlga_lady_restore_relation_6:lady_pretalk|Köszönöm a segítségét, hölgyem.
dlga_lady_restore_relation_cant_afford:lady_pretalk|Attól tartok, ebben az esetben nem sokat tudok önnek segíteni, {playername}.
dlga_lady_talk:lady_leave|Elnézést, de mennem kell.
dlga_lady_leave:close_window|{s12}
dlga_convince_begin:convince_options|Még mindig nem látom be, miért kellene teljesítenem kérésedet.
dlga_convince_options:convince_bribe|Hadd értékeljem a fáradozásodat... ({reg8} dénár)
dlga_convince_options:convince_friendship|Kérlek, tedd meg a barátságunk kedvéért! (kapcsolat: -{reg9})
dlga_convince_options:convince_persuade_begin|Hadd próbáljalak meggyőzni! (Meggyőzés)
dlga_convince_options:lord_pretalk|Nem érdekes.
dlga_convince_bribe:convince_bribe_verify|Mmm, egy nagylelkű adomány a kincses ládámba bizonyára segítené az ügyet... {reg8} dénár megtenné. Bólints rá, és én is rábólintok..
dlga_convince_bribe_verify:convince_bribe_cant_afford|Attól tartok, az anyagi lehetőségeim nem engednek meg egy ekkora adományt.
dlga_convince_bribe_verify:convince_bribe_goon|Rendben van, kérlek fogadd e szerény {reg8} dénárt hálám jeléül.
dlga_convince_bribe_verify:convince_begin|Hadd gondolkodjak még erről.
dlga_convince_bribe_cant_afford:convince_options|Ah. Ebben az esetben nem sokat tehetek, hacsak nincs más érved.
dlga_convince_bribe_goon:convince_accept|Kedves {playername}, nagylelkű adományod kérésed újragondolására késztetett, és rájöttem, méltányolnom kell ajánlatod bölcsességét.
dlga_convince_friendship:convince_friendship_verify|Mindig is jó szívvel voltál irántam, {playername}, ezért teljesítem kérésedet, de tudd, nem tetszik nekem, hogy kapcsolatunkat erre használod fel.
dlga_convince_friendship_verify:convince_friendship_go_on|Sajnálom, barátom, de szükségem van a segítségedre ebben.
dlga_convince_friendship_verify:lord_pretalk|Ha ez nem tetszik neked, megpróbálok valami mást.
dlga_convince_friendship_go_on:convince_accept|Rendben hát, {playername}, elfogadom a kedvedért. De ne feledd, ezért adósom leszel.
dlga_convince_friendship:lord_pretalk|Nem hinném, hogy tartozom neked ily szívességgel, {playername}. Nem látok okot, hogy teljesítsem a kérésed.
dlga_convince_friendship:lord_pretalk.1|Ez valami vicc? Nagy merészségre vall, hogy szívességet kérsz tőlem, {playername}, és hadd biztosítsalak róla: nem kapod meg.
dlga_convince_persuade_begin:convince_persuade_begin_2|Rendben van. Halljuk az álláspontodat.
dlga_convince_persuade_begin_2:convince_persuade|[Meggyőzési kísérlet]
dlga_convince_persuade_begin_2:convince_begin|Várj, talán van más mód is a meggyőzésedre.
dlga_convince_persuade_begin:lord_pretalk|Az isten szerelmére, {playername}, nem beszéltünk már eleget? Belefáradtam a litániádba, és nem is akarok többet hallani belőle.
dlga_convince_persuade:convince_accept|Rendben, rendben. Meggyőztél. Teljesítem a kérésedet.
dlga_convince_persuade:convince_options|Jók az érveid, {playername}, ezt értékelem. Ám még nem vagyok meggyőzve arról, hogy teljesítenem kell kérésed.
dlga_convince_persuade:convince_options.1|Elég, {playername}! Rengeteg érved van, de egyiket sem találom igazán meggyőzőnek. Kitartok eddigi álláspontom mellett.
dlga_convince_persuade:convince_options.2|Őszintén mondom, {playername}, nem tudok kiigazodni érvelésed szövevényén. Kérésed most még értelmetlenebbnek tűnik, mint eddig.
dlga_start:siege_won_seneschal_1|Gratulálok győzelmedhez, {uram/hölgyem}. Én, {s1} udvarmestere, üdvözöllek itt, és a személyzettel együtt állok szolgálatodra.
dlga_siege_won_seneschal_1:siege_won_seneschal_2|Te vagy az udvarmester?
dlga_siege_won_seneschal_2:siege_won_seneschal_3|Igen, én vagyok az, {uram/hölgyem}. Mindig legjobb tudásom szerint szolgáltam {s1} gazdáit, bármelyik oldalon álltak is. Ennél fogva számíthatsz  feltétlen hűségemre mindaddig, míg te vagy e vár {ura/úrnője}. Nos, megtartasz, mint udvarmestert? Ígérem, nem fogsz csalódni.
dlga_siege_won_seneschal_3:siege_won_seneschal_4|Rendben van, egyelőre megtarthatod állásodat.
dlga_siege_won_seneschal_3:siege_won_seneschal_4.1|Maradhatsz, de rajtad tartom a szememet.
dlga_siege_won_seneschal_4:siege_won_seneschal_5|Köszönöm {uram/hölgyem}. Ha megbocsátod szemtelenségemet, megkérdezhetem, mi a szándékod a várral?
dlga_siege_won_seneschal_5:siege_won_seneschal_6|Eladom egy másik úrnak.
dlga_siege_won_seneschal_5:siege_won_seneschal_6.1|Megtartom  magamnak.
dlga_siege_won_seneschal_5:siege_won_seneschal_list_options|Még nem gondolkodtam rajta. Mik a lehetőségeim?
dlga_siege_won_seneschal_list_options:siege_won_seneschal_list_options_2|Törvényeink és szokásaink szerint több dolgot is tehetsz. Először is elszállásolhatsz itt egy helyőrséget, hogy megvédjék a várat az ellentámadástól, aztán meghallgatást kérhetsz egy gazdag úrtól, hogy tegyen ajánlatot. Szép summát ér a vár, nekem elhiheted. Ha nem akarod eladni, akkor kell találnod magadnak egy hűbérurat és védelmezőt, aki vazallusává fogad. Uralkodói beiktatás és egy hadsereg támogatása nélkül nehezen tudod megtartani a várat. Mind személyed, mind {s1} minden olyan ember célpontjává válik, kinek van pár katonája és némi becsvágya.
dlga_siege_won_seneschal_list_options_2:siege_won_seneschal_list_options_3|Hogy érted azt: 'hűbérúr és védelmező'? Én szereztem meg ezt a várat egyedül, nincs másra szükségem!
dlga_siege_won_seneschal_list_options_3:siege_won_seneschal_list_options_4|Természetesen nincs, {uram/hölgyem}. Ám ez ország egyetlen nemesura sem fogja elismerni jogodat e várra, ha arról uralkodói dekrétum nem rendelkezik. {s1} törvényen kívüli erődnek lesz nyilvánítva, és az első adandó alkalommal elveszik tőled. És nyilvánvaló, hogy egy teljes hadsereggel szemben nincs sok esélyed.
dlga_siege_won_seneschal_list_options_4:siege_won_seneschal_6|Hm. Átgondolom.
dlga_siege_won_seneschal_6:close_window|Nagy örömmel hallom, {uram/hölgyem}. Azon leszek, hogy minden tudásommal szolgáljalak. Nos, ha nincs szükséged rám a továbbiakban, távozom. A nagyteremben leszek, elintézem a vár zökkenőmentes átadását a sereged számára.
dlga_start:seneschal_intro_1|Jó napot, {uram/hölgyem}. Nem hiszem, hogy láttalak itt ezelőtt. Hadd üdvözöljelek, mint {s1} udvarmestere.
dlga_seneschal_intro_1:seneschal_intro_1a|Örvendek a találkozásnak, {s65}.
dlga_seneschal_intro_1a:seneschal_talk|Miben segíthetek?
dlga_seneschal_intro_1:seneschal_intro_1b|Pontosan mi a feladatod itt?
dlga_seneschal_intro_1b:seneschal_talk|Ah, egy udvarmesternek számos feladata van, {uram/hölgyem}. Például én gyűjtöm be a járadékokat uram birtokairól, kezelem a vár raktárait, üzletelek a helyi parasztokkal, irányítom a személyzetet, gondoskodom a helyőrség ellátásáról... E hűbérbirtok minden világi ügye az én kötelezettségem, {uram/úrnőm} nevében. Minden, kivéve a katonák parancsnoklását.  
dlga_start:seneschal_talk|Jó napot, {uram/hölgyem}.
dlga_seneschal_pretalk:seneschal_talk|Van még valami?
dlga_seneschal_talk:seneschal_ask_something|Szeretnék kérdezni valamit...
dlga_seneschal_talk:seneschal_ask_about_someone|Többet szeretnék tudni valakiről...
dlga_seneschal_ask_about_someone:seneschal_ask_about_someone_2|Talán tudok segíteni. Kire gondolsz?
dlga_seneschal_ask_about_someone_2:seneschal_pretalk|Nem érdekes.
dlga_seneschal_talk:close_window|Most el kell mennem. Isten áldjon.
dlga_seneschal_ask_something:seneschal_ask_something_2|Megteszem, ami tőlem telik, természetesen. Mi a kérésed?
dlga_seneschal_ask_something_2:seneschal_ask_location|Talán tudod, hol találok valakit.
dlga_seneschal_ask_location:seneschal_ask_location_2|Nos, egy ember az én pozíciómban sok mindent hall. Kire gondolsz?
dlga_seneschal_ask_location_2:seneschal_ask_location_3|{s1}
dlga_seneschal_ask_location_2:seneschal_pretalk|Nem érdekes.
dlga_seneschal_ask_location_3:seneschal_pretalk|{s1}
dlga_start:close_window.20|Nézd! Már látom {s3} falait a távolban. Biztonságban megérkeztünk. Tessék, {reg3} dénár, ahogy megígértem, tedd el. Remélem, egy napon még utazhatunk együtt.
dlga_start:talk_caravan_escort|Eddig eljutottunk... Minden rendben van előttünk?
dlga_talk_caravan_escort:talk_caravan_escort_2a|Lehet, hogy banditák vannak errefelé. Maradjatok a közelemben.
dlga_talk_caravan_escort_2a:close_window|Hidd el, {playername}, már most is olyan közel vagyunk hozzád, amennyire lehet. Vezess.
dlga_talk_caravan_escort:talk_caravan_escort_2b|Nincs látható veszély, fellélegezhetünk.
dlga_talk_caravan_escort_2b:close_window|Majd akkor lélegzek fel, ha elértük {s1} kapuját, egy pillanattal sem előbb. Menjünk.
dlga_start:merchant_talk|Mit akarsz? Már kifizettük a vámot alig három napja.
dlga_start:merchant_talk.1|Üdv, barátom.
dlga_start:merchant_talk.2|Mit akarsz? Egyszerű kereskedők vagyunk, nem az ellenségeid, úgyhogy hagyj békén minket.
dlga_start:merchant_talk.3|Ez a karaván {s9} védelme alatt áll. Állj félre utunkból, vagy szembenézhetsz haragjával!
dlga_start:merchant_talk.4|Igen? Mit akarsz?
dlga_merchant_pretalk:merchant_talk|Van még valami?
dlga_merchant_talk:caravan_start_war_quest_1|{s17} területre hatoltál be. Lefoglalom ezt a karavánt és minden áruját!
dlga_caravan_start_war_quest_1:caravan_start_war_quest_2|Micsoda?! Milyen képtelenség ez? Béke honol köztünk és a(z) {s17} között, és szabadon haladhatunk át területükön.
dlga_caravan_start_war_quest_2:merchant_attack|Majd meglátjuk! Védd magad!
dlga_caravan_start_war_quest_2:close_window|Hmm, talán az egész csak egy félreértés volt. Jó utat.
dlga_merchant_talk:merchant_talk_offer|Ajánlatom van számotokra.
dlga_merchant_talk_offer:merchant_talk_offer_2|Mi az?
dlga_merchant_talk_offer_2:caravan_offer_protection|Elkísérlek titeket a célállomásra, fizetség fejében.
dlga_merchant_talk_offer_2:merchant_pretalk|Semmi. Felejtsd el.
dlga_merchant_talk:merchant_bandit_information|Egy csapatnyi zsiványt üldözök, a következőképpen festenek... Láttad őket?
dlga_merchant_bandit_information:merchant_pretalk|{s15}
dlga_merchant_talk:merchant_trip_explanation|Mesélj az utadról
dlga_merchant_trip_explanation:merchant_pretalk|Indulásunk helye {s11} volt, innen tartunk {s12} felé.{s14}
dlga_merchant_talk:merchant_demand|Követelésem van.
dlga_merchant_demand:merchant_demand_2|Mi légyen az?
dlga_merchant_demand_2:merchant_demand_toll|A szabad áthaladásért vámot kell fizetnetek.
dlga_merchant_demand_toll:merchant_demand_toll_2|Kérlek, nem akarok semmi bajt. Adok {reg6} dénárt, csak engedj utunkra.
dlga_merchant_demand_toll:merchant_demand_toll_2.1|Nem akarok semmi bajt. Adok {reg6} dénárt, ha továbbengedsz minket.
dlga_merchant_demand_toll_2:merchant_demand_toll_accept|Megegyeztünk. Add át, és békében távozhatsz.
dlga_merchant_demand_toll_accept:close_window|Rendben van. Tessék, a dénárok.
dlga_merchant_demand_toll_2:merchant_pretalk|Meggondoltam magam, nem kell a pénzed.
dlga_merchant_demand_toll_2:merchant_attack|Nem, mindent akarok, amid csak van! [Támadás]
dlga_merchant_demand_2:merchant_attack_begin|Add át az aranyat és az értékeket!
dlga_merchant_demand_2:merchant_pretalk|Semmit, felejtsd el.
dlga_merchant_attack_begin:merchant_attack_verify|Kirabolsz minket?{s11}
dlga_merchant_attack_verify:merchant_attack_verify_norob|Kirabolni? Nem, dehogy, csak vicc volt.
dlga_merchant_attack_verify_norob:close_window|Istenem, ezzel ne viccelj, {jóember/jóasszony}. Egy pillanatra azt hittem, nagy bajban vagyunk.
dlga_merchant_attack_verify:merchant_attack|Persze hogy kirabollak. Gyerünk, add át a javaitokat.
dlga_merchant_attack:close_window|Pokolba veled, semmit nem kapsz meg harc nélkül!
dlga_caravan_offer_protection:caravan_offer_protection_2|Ezek az utak valóban veszélyesek. Senki nem lehet elég biztonságban.
dlga_caravan_offer_protection_2:close_window|Kíséret? Már majdnem ott vagyunk! De azért kösz az ajánlatot!
dlga_caravan_offer_protection_2:caravan_offer_protection_3|{s1} az úti célunk. {reg2} dénárt fizetünk, ha odakísérsz minket.
dlga_caravan_offer_protection_3:caravan_offer_protection_4|Megegyeztünk.
dlga_caravan_offer_protection_4:caravan_offer_protection_5|Azt akarom, hogy az egész úton a közelünkben maradj. Szükségünk lesz a segítségedre, ha megtámadnak minket a banditák.
dlga_caravan_offer_protection_5:caravan_offer_protection_6|Ne aggódj, megbízhattok bennem.
dlga_caravan_offer_protection_6:close_window|Jó. Gyere, és vedd át pénzedet, amikor feltűnik {s1} a látóhatáron. Most pedig haladjunk.
dlga_caravan_offer_protection_3:caravan_offer_protection_4b|Felejtsd el.
dlga_caravan_offer_protection_4b:close_window|Akkor talán majd máskor.
dlga_merchant_talk:talk_caravan_enemy_2|Ne olyan gyorsan! Először adjátok át minden aranyatokat és pénzeteket.
dlga_talk_caravan_enemy_2:close_window|Soha. Kötelességünk, megvédeni e javakat. Meg kell küzdened velünk, zsivány!
dlga_merchant_talk:close_window|[Távozás]
dlga_start:prison_guard_players|Jó napot, {uram/hölgyem}. A tömlöcbe jöttél látogatóra?
dlga_prison_guard_players:close_window|Igen. Nyisd ki az ajtót.
dlga_prison_guard_players:close_window.1|Nem, most nem.
dlga_start:prison_guard_talk|Igen? Mit akarsz?
dlga_prison_guard_talk:prison_guard_ask_prisoners|Ki van itt bebörtönözve?
dlga_prison_guard_talk:prison_guard_visit_prison|Beszélni akarok egy fogollyal.
dlga_prison_guard_ask_prisoners:prison_guard_talk|Jelenleg {s50} raboskodik itt.{s49}
dlga_prison_guard_visit_prison:close_window|Természetesen, {uram/hölgyem}. Lépj be.
dlga_prison_guard_visit_prison:prison_guard_visit_prison_2|A foglyokkal csak urunk engedélyének birtokában beszélhetsz.
dlga_prison_guard_visit_prison:prison_guard_visit_prison_nobody|Nincs senki odabenn, tehát szabadon bemehetsz és körbenézhetsz.
dlga_prison_guard_visit_prison_nobody:close_window|Jól van hát. Vetek egy pillantást a tömlöcre.
dlga_prison_guard_visit_prison_nobody:close_window.1|Van ennél fontosabb dolgom is.
dlga_prison_guard_visit_prison_2:close_window|Rendben, szerzek egyet.
dlga_prison_guard_visit_prison_2:prison_guard_visit_prison_3|Ugyan már! Azt hittem, te vagy itt a főnök.
dlga_prison_guard_visit_prison_3:prison_guard_visit_prison_4|Hehe. Én vagyok. De akkor sem engedhetlek be.
dlga_prison_guard_visit_prison_4:close_window|Rendben hát, akkor elmegyek.
dlga_prison_guard_visit_prison_4:prison_guard_visit_prison_5|Nem messze innen találtam egy zacskót 100 dénárral. Úgy vélem, a tiéd lehet.
dlga_prison_guard_visit_prison_5:close_window|Ah! Egész nap ezt kerestem. Mily örvendetes, hogy visszahoztad nekem, {uram/hölgyem}. Nos, most hogy már tudom, becsületes {úriember/úrhölgy} vagy, semmi gond nem lehet belőle, ha beengedlek. Lépj be. De azt előrebocsátom, hogy a kulcsok nálam maradnak, arra az esetre, ha azt fontolgatnád, hogy megszabadítasz valakit láncaitól.
dlga_prison_guard_visit_prison_4:prison_guard_visit_break|Add ide a cellák kulcsait, de tüstént!
dlga_prison_guard_visit_break:close_window|Segítség! Segítség! Megszöknek!
dlga_prison_guard_talk:close_window|Nem érdekes.
dlga_start:castle_guard_players|Mi a parancsod, {uram/hölgyem}?
dlga_castle_guard_players:close_window|Nyisd ki az ajtót, bemennék.
dlga_castle_guard_players:close_window.1|Nem érdekes.
dlga_start:castle_guard_sneaked_intro_1|Tűnj a szemem elől, koldus! Bűzlesz!
dlga_start:close_window.21|Takarodj, mielőtt kijövök a béketűrésből, te undorító koldus!
